t,u,r,time_s
1780876752.4639547,-0.05,0.03145036189849478,32.97807550430298
1780876752.564165,-0.05,0.031186965637607342,33.078285932540894
1780876752.6641424,-0.05,0.030812105334818495,33.17826318740845
1780876752.763887,-0.05,0.030561495063138197,33.2780077457428
1780876752.8641276,-0.05,0.030203794602923745,33.37824845314026
1780876752.9639523,-0.05,0.029791847816217933,33.47807312011719
1780876753.063947,-0.05,0.02957746284731305,33.578067779541016
1780876753.1639228,-0.05,0.029175426441570795,33.678043603897095
1780876753.2645574,-0.05,0.02877876550930907,33.77867817878723
1780876753.3640363,-0.05,0.02852474133376178,33.87815713882446
1780876753.4645033,-0.05,0.028255378986393433,33.97862410545349
1780876753.563904,-0.05,0.027951463527533173,34.07802486419678
1780876753.6639333,-0.05,0.027728161512523906,34.178054094314575
1780876753.7643182,-0.05,0.027450530589987743,34.27843904495239
1780876753.8641949,-0.05,0.027281547002513232,34.378315687179565
1780876753.9639883,-0.05,0.026984903303565188,34.47810912132263
1780876754.064142,-0.05,0.026555382380843862,34.57826280593872
1780876754.163936,-0.05,0.02633265078966689,34.678056716918945
1780876754.2639105,-0.05,0.02597708004036729,34.77803134918213
1780876754.3641326,-0.05,0.025714394264103477,34.87825345993042
1780876754.463962,-0.05,0.025336744479134365,34.97808289527893
1780876754.5639858,-0.05,0.02519220471137759,35.07810664176941
1780876754.6638026,-0.05,0.024919098707602682,35.17792344093323
1780876754.763867,-0.05,0.024748457188046444,35.27798771858215
1780876754.8638155,-0.05,0.02449802173537028,35.377936363220215
1780876754.963825,-0.05,0.02419002282885417,35.47794580459595
1780876755.0638235,-0.05,0.02401474836016467,35.57794427871704
1780876755.1638467,-0.05,0.023735925961365558,35.67796754837036
1780876755.263842,-0.05,0.023311405362669867,35.77796292304993
1780876755.3641462,-0.05,0.023047487921315807,35.87826704978943
1780876755.463873,-0.05,0.02276064397064062,35.97799372673035
1780876755.5638387,-0.05,0.02250530643789015,36.0779595375061
1780876755.6638436,-0.05,0.022294332676665113,36.17796444892883
1780876755.7638168,-0.05,0.022026787725431127,36.27793765068054
1780876755.8639083,-0.05,0.021894780962145335,36.378029108047485
1780876755.9645023,-0.05,0.021558088657707468,36.478623151779175
1780876756.0637953,-0.05,0.021168414348001135,36.57791614532471
1780876756.1637566,-0.05,0.021073821772630705,36.67787742614746
1780876756.2639291,-0.05,0.020862680736560363,36.7780499458313
1780876756.3639305,-0.05,0.02080127585479027,36.87805128097534
1780876756.4640434,-0.05,0.020475395891271366,36.978164196014404
1780876756.5642083,-0.05,0.020228116931731353,37.07832908630371
1780876756.6639118,-0.05,0.02016806723782574,37.178032636642456
1780876756.7643712,-0.05,0.019993055960142482,37.27849197387695
1780876756.8640265,-0.05,0.019846896059491623,37.37814736366272
1780876756.963884,-0.05,0.01959150399338485,37.478004932403564
1780876757.0638225,-0.05,0.01933513763721366,37.577943325042725
1780876757.1638277,-0.05,0.019153709173863522,37.67794847488403
1780876757.2643971,-0.05,0.01903022660432966,37.778517961502075
1780876757.3641338,-0.05,0.01900447660645762,37.878254652023315
1780876757.46379,-0.05,0.018851355508497012,37.97791075706482
1780876757.5640461,-0.05,0.01882074210457081,38.07816696166992
1780876757.6638787,-0.05,0.01855577207118602,38.17799949645996
1780876757.7640078,-0.05,0.01849202336350574,38.2781286239624
1780876757.8639205,-0.05,0.01835807387836438,38.37804126739502
1780876757.964328,-0.05,0.0181913867223854,38.47844886779785
